flare_id,duration,att_in,peak_UTC,LC0_BKG,_id,GOES_class,GOES_flux,goes_estimated_min_class,goes_estimated_max_class,goes_estimated_mean_class,goes_estimated_min_flux,goes_estimated_max_flux,goes_estimated_mean_flux,CFL_X_arcsec,CFL_Y_arcsec,start_UTC,end_UTC,LC0_PEAK_COUNTS_4S,LC0_BKG_COUNTS_4S,LC1_PEAK_COUNTS_4S,LC1_BKG_COUNTS_4S,LC2_PEAK_COUNTS_4S,LC2_BKG_COUNTS_4S,LC3_PEAK_COUNTS_4S,LC3_BKG_COUNTS_4S,LC4_PEAK_COUNTS_4S,LC4_BKG_COUNTS_4S
2109220416,452,False,2021-09-22T04:16:20.069,239.80928402021598,3282,A,9.999999717180685e-10,B2,B4,B3,,,,,,2021-09-22T04:14:52.069,2021-09-22T04:22:24.070,431,247.0,67,49.0,91,67.0,927,799.0,495,431.0
2109220405,208,False,2021-09-22T04:05:36.068,239.80928402021598,3281,B1.8,1.7519919026653952e-07,B2,B2,B2,,,,,,2021-09-22T04:04:48.068,2021-09-22T04:08:16.069,303,247.0,67,49.0,83,67.0,863,799.0,495,431.0
2109220321,1388,False,2021-09-22T03:21:00.064,239.80928402021598,3280,B3.1,3.133304744551424e-07,B5,B9,B6,,,,,,2021-09-22T03:15:24.063,2021-09-22T03:38:32.066,1471,247.0,215,49.0,123,67.0,927,799.0,495,431.0
2109220206,124,False,2021-09-22T02:06:44.057,236.8666666666667,3279,B1.7,1.6908732902720658e-07,B2,B4,B3,,,,,,2021-09-22T02:05:40.056,2021-09-22T02:07:44.057,463,247.0,99,49.0,83,67.0,863,799.0,463,431.0
2109220154,156,False,2021-09-22T01:54:20.055,236.8666666666667,3278,B1.8,1.8280709923601535e-07,B3,B4,B4,,,,,,2021-09-22T01:52:48.055,2021-09-22T01:55:24.055,543,247.0,99,49.0,91,67.0,863,799.0,463,431.0
2109212351,2892,False,2021-09-21T23:51:32.043,236.8666666666667,3277,B4.1,4.131902642257046e-07,B3,B5,B4,,,,,,2021-09-21T23:28:00.041,2021-09-22T00:16:12.046,671,247.0,75,49.0,91,67.0,927,799.0,495,431.0
2109212321,104,False,2021-09-21T23:21:48.041,236.8666666666667,3276,B2.2,2.1880153155962034e-07,B2,B3,B2,,,,,,2021-09-21T23:20:56.040,2021-09-21T23:22:40.041,335,247.0,67,49.0,75,67.0,863,799.0,495,431.0
2109212316,132,False,2021-09-21T23:16:20.040,236.8666666666667,3275,B2.0,2.03781198138131e-07,B2,B3,B3,,,,,,2021-09-21T23:15:28.040,2021-09-21T23:17:40.040,367,247.0,67,49.0,91,67.0,863,799.0,495,431.0
2109212250,60,False,2021-09-21T22:50:48.037,236.8666666666667,3274,B1.4,1.3647714069975336e-07,B2,B2,B2,,,,,,2021-09-21T22:50:16.037,2021-09-21T22:51:16.037,303,247.0,67,49.0,83,67.0,863,799.0,463,431.0
2109212119,80,False,2021-09-21T21:19:44.028,236.8666666666667,3273,B1.2,1.2491999257235875e-07,B2,B2,B2,,,,,,2021-09-21T21:19:12.028,2021-09-21T21:20:32.028,303,247.0,61,49.0,75,67.0,863,799.0,463,431.0
2109212020,716,False,2021-09-21T20:20:36.123,236.8666666666667,3272,B5.1,5.118644708090869e-07,B5,C1,B7,,,,,,2021-09-21T20:16:00.122,2021-09-21T20:27:56.124,1983,247.0,303,49.0,183,67.0,863,799.0,495,431.0
2109211944,332,False,2021-09-21T19:44:36.119,236.8666666666667,3271,B1.0,1.0492409074913667e-07,B2,B3,B2,,,,,,2021-09-21T19:42:52.119,2021-09-21T19:48:24.120,335,247.0,75,49.0,83,67.0,863,799.0,495,431.0
2109211909,336,False,2021-09-21T19:09:36.116,236.8666666666667,3270,B1.6,1.6115129142235673e-07,B2,B3,B2,,,,,,2021-09-21T19:07:56.115,2021-09-21T19:13:32.116,335,247.0,67,49.0,91,67.0,863,799.0,495,431.0
2109211824,320,False,2021-09-21T18:24:12.111,240.18261111248572,3269,C1.2,1.1577708391996566e-06,B9,C2,C1,,,,,,2021-09-21T18:21:28.111,2021-09-21T18:26:48.111,5375,247.0,543,49.0,123,67.0,927,799.0,495,431.0
2109211812,136,False,2021-09-21T18:12:32.110,240.18261111248572,3268,B2.1,2.1002412609050225e-07,B3,B5,B4,,,,,,2021-09-21T18:11:24.110,2021-09-21T18:13:40.110,607,247.0,99,49.0,91,67.0,863,799.0,495,431.0
2109211750,96,False,2021-09-21T17:50:44.108,240.18261111248572,3267,B1.2,1.2077704525381705e-07,B2,B3,B2,,,,,,2021-09-21T17:49:52.108,2021-09-21T17:51:28.108,335,247.0,67,49.0,75,67.0,863,799.0,463,431.0
2109211718,92,False,2021-09-21T17:18:36.105,240.18261111248572,3266,B1.3,1.2969317708666495e-07,B2,B2,B2,,,,,,2021-09-21T17:17:48.105,2021-09-21T17:19:20.105,303,247.0,67,49.0,75,67.0,863,799.0,495,431.0
2109211659,180,False,2021-09-21T16:59:16.103,240.18261111248572,3265,B1.6,1.5838878653084976e-07,B2,B4,B3,,,,,,2021-09-21T16:57:40.103,2021-09-21T17:00:40.103,399,247.0,61,49.0,83,67.0,927,799.0,463,431.0
2109211632,84,False,2021-09-21T16:32:48.103,240.18261111248572,3264,B1.2,1.1984249681518122e-07,B2,B2,B2,,,,,,2021-09-21T16:32:16.102,2021-09-21T16:33:40.103,303,247.0,67,49.0,83,67.0,863,799.0,463,431.0
2109211608,108,False,2021-09-21T16:08:40.100,240.18261111248572,3263,B1.1,1.1380301856434016e-07,B2,B3,B2,,,,,,2021-09-21T16:07:52.100,2021-09-21T16:09:40.100,335,247.0,67,49.0,75,67.0,863,799.0,495,431.0
2109211513,200,False,2021-09-21T15:13:48.092,240.18261111248572,3262,B1.9,1.9084977509464807e-07,B3,B5,B4,,,,,,2021-09-21T15:12:20.092,2021-09-21T15:15:40.093,671,247.0,107,49.0,75,67.0,863,799.0,495,431.0
2109211421,452,False,2021-09-21T14:21:24.087,240.18261111248572,3261,B1.6,1.6097671107218048e-07,B2,B2,B2,,,,,,2021-09-21T14:18:24.087,2021-09-21T14:25:56.088,303,247.0,67,49.0,83,67.0,927,799.0,495,431.0
2109211246,116,False,2021-09-21T12:46:04.080,240.18261111248572,3260,B1.4,1.441145087710538e-07,B2,B3,B2,,,,,,2021-09-21T12:45:12.080,2021-09-21T12:47:08.081,335,247.0,75,49.0,83,67.0,863,799.0,463,431.0
2109211234,816,False,2021-09-21T12:34:08.077,240.18261111248572,3259,B3.3,3.26192406419068e-07,B4,B6,B5,,,,,,2021-09-21T12:27:32.076,2021-09-21T12:41:08.077,863,247.0,99,49.0,83,67.0,927,799.0,495,431.0
2109211223,412,False,2021-09-21T12:23:28.076,240.18261111248572,3258,B1.8,1.783576806246856e-07,B2,B3,B3,,,,,,2021-09-21T12:20:00.075,2021-09-21T12:26:52.076,367,247.0,67,49.0,91,67.0,863,799.0,495,431.0
2109211208,192,False,2021-09-21T12:08:56.074,240.18261111248572,3257,B2.0,1.9998893208139634e-07,B2,B2,B2,,,,,,2021-09-21T12:07:36.074,2021-09-21T12:10:48.074,303,247.0,67,49.0,83,67.0,863,799.0,495,431.0
2109211149,748,False,2021-09-21T11:49:00.072,240.18261111248572,3256,C1.9,1.8537433561505168e-06,C1,C3,C2,,,,,,2021-09-21T11:46:32.072,2021-09-21T11:59:00.073,10751,247.0,799,49.0,123,67.0,927,799.0,495,431.0
2109211107,492,False,2021-09-21T11:07:28.068,240.18261111248572,3255,B5.1,5.096939617033058e-07,B5,C1,B7,,,,,,2021-09-21T11:05:08.068,2021-09-21T11:13:20.069,1983,247.0,215,49.0,99,67.0,927,799.0,495,431.0
2109211056,124,False,2021-09-21T10:56:40.067,240.18261111248572,3254,B1.4,1.3778668517261394e-07,B2,B3,B2,,,,,,2021-09-21T10:55:32.067,2021-09-21T10:57:36.067,335,247.0,67,49.0,83,67.0,863,799.0,495,431.0
2109211043,164,False,2021-09-21T10:43:36.066,240.18261111248572,3253,B2.2,2.2086517503794312e-07,B2,B4,B3,,,,,,2021-09-21T10:42:36.066,2021-09-21T10:45:20.066,463,247.0,67,49.0,83,67.0,927,799.0,495,431.0
2109211033,280,False,2021-09-21T10:33:40.065,240.18261111248572,3252,B2.6,2.648306463015615e-07,B3,B4,B4,,,,,,2021-09-21T10:31:20.065,2021-09-21T10:36:00.065,543,247.0,75,49.0,83,67.0,863,799.0,495,431.0
2109211012,2084,False,2021-09-21T10:12:36.063,240.18261111248572,3251,B8.7,8.709168355380825e-07,B8,C2,C1,,,,,,2021-09-21T09:47:44.060,2021-09-21T10:22:28.064,4351,247.0,335,49.0,83,67.0,927,799.0,543,431.0
2109211007,44,False,2021-09-21T10:07:48.062,240.04833430774238,3250,B3.1,3.1350478479907906e-07,B3,B4,B4,,,,,,2021-09-21T10:07:16.062,2021-09-21T10:08:00.062,543,247.0,75,49.0,75,61.0,863,799.0,495,431.0
2109210959,120,False,2021-09-21T09:59:24.061,240.04833430774238,3249,B2.2,2.197377995116767e-07,B2,B4,B3,,,,,,2021-09-21T09:58:20.061,2021-09-21T10:00:20.061,431,247.0,75,49.0,83,61.0,863,799.0,495,431.0
2109210950,260,False,2021-09-21T09:50:20.060,240.04833430774238,3248,B2.9,2.918430368481495e-07,B3,B4,B4,,,,,,2021-09-21T09:49:00.060,2021-09-21T09:53:20.061,543,247.0,83,49.0,83,61.0,927,799.0,495,431.0
2109210943,272,False,2021-09-21T09:43:00.060,240.04833430774238,3247,B2.3,2.3214238353830297e-07,B3,B4,B3,,,,,,2021-09-21T09:41:08.060,2021-09-21T09:45:40.060,495,247.0,167,49.0,135,61.0,927,799.0,495,431.0
2109210859,1428,False,2021-09-21T08:59:32.056,240.04833430774238,3246,C1.4,1.3796525308862329e-06,C1,C2,C1,,,,,,2021-09-21T08:56:44.055,2021-09-21T09:20:32.058,6911,247.0,543,49.0,115,61.0,927,799.0,543,431.0
2109210822,260,False,2021-09-21T08:22:52.052,240.04833430774238,3245,B2.1,2.0607596695754182e-07,B2,B3,B3,,,,,,2021-09-21T08:20:36.052,2021-09-21T08:24:56.052,367,247.0,67,49.0,83,61.0,863,799.0,495,431.0
2109210739,172,False,2021-09-21T07:39:12.048,240.04833430774238,3244,B1.8,1.8012461566740967e-07,B2,B3,B3,,,,,,2021-09-21T07:38:12.048,2021-09-21T07:41:04.048,367,247.0,61,49.0,75,61.0,863,799.0,495,431.0
2109210726,84,False,2021-09-21T07:26:52.047,240.04833430774238,3243,B1.5,1.5088204463609145e-07,B2,B2,B2,,,,,,2021-09-21T07:25:48.046,2021-09-21T07:27:12.047,303,247.0,67,49.0,83,61.0,863,799.0,463,431.0
2109210704,68,False,2021-09-21T07:04:36.044,240.04833430774238,3242,B1.4,1.4336330877995351e-07,B2,B2,B2,,,,,,2021-09-21T07:03:52.044,2021-09-21T07:05:00.044,303,247.0,67,49.0,83,61.0,863,799.0,495,431.0
2109210646,292,False,2021-09-21T06:46:08.042,240.04833430774238,3241,B2.3,2.303070232301252e-07,B3,B4,B4,,,,,,2021-09-21T06:44:24.042,2021-09-21T06:49:16.043,543,247.0,67,49.0,83,61.0,863,799.0,495,431.0
2109210622,148,False,2021-09-21T06:22:08.040,240.04833430774238,3240,B2.0,2.0397855848841573e-07,B3,B5,B4,,,,,,2021-09-21T06:21:08.040,2021-09-21T06:23:36.040,607,247.0,215,49.0,167,61.0,927,799.0,495,431.0
2109210519,2192,False,2021-09-21T05:19:20.034,240.04833430774238,3239,B3.0,3.002197104251536e-07,B4,B6,B5,,,,,,2021-09-21T04:59:28.032,2021-09-21T05:36:00.036,863,247.0,151,49.0,99,61.0,927,799.0,543,431.0
2109210445,248,False,2021-09-21T04:45:24.031,240.04833430774238,3238,NA,0.0,B2,B3,B3,,,,,,2021-09-21T04:42:32.030,2021-09-21T04:46:40.031,367,247.0,67,49.0,83,61.0,927,799.0,495,431.0
2109210425,332,False,2021-09-21T04:25:20.029,240.04833430774238,3237,NA,0.0,B3,B5,B4,,,,,,2021-09-21T04:23:24.028,2021-09-21T04:28:56.029,607,247.0,107,49.0,83,61.0,927,799.0,495,431.0
2109210412,308,False,2021-09-21T04:12:32.027,240.04833430774238,3236,B2.1,2.070417934874058e-07,B2,B4,B3,,,,,,2021-09-21T04:11:08.027,2021-09-21T04:16:16.028,399,247.0,67,49.0,75,61.0,863,799.0,495,431.0
2109210357,500,False,2021-09-21T03:57:08.026,240.04833430774238,3235,B1.8,1.8410574398330937e-07,B2,B4,B3,,,,,,2021-09-21T03:52:24.025,2021-09-21T04:00:44.026,431,247.0,123,49.0,99,61.0,863,799.0,495,431.0
2109210336,552,False,2021-09-21T03:36:44.024,240.04833430774238,3234,B2.7,2.66579945673584e-07,B2,B4,B3,,,,,,2021-09-21T03:31:48.024,2021-09-21T03:41:00.025,463,247.0,67,49.0,91,61.0,927,799.0,543,431.0
2109210327,156,False,2021-09-21T03:27:56.023,240.04833430774238,3233,B1.3,1.2851610620145948e-07,B2,B3,B2,,,,,,2021-09-21T03:27:08.023,2021-09-21T03:29:44.023,335,247.0,75,49.0,75,61.0,927,799.0,495,431.0
2109210306,156,False,2021-09-21T03:06:16.021,240.04833430774238,3232,B1.3,1.3039635859968257e-07,B2,B2,B2,,,,,,2021-09-21T03:04:20.021,2021-09-21T03:06:56.021,303,247.0,67,49.0,83,61.0,863,799.0,495,431.0
2109210124,116,False,2021-09-21T01:24:20.011,227.2666666666667,3231,B1.2,1.1680085520993089e-07,B2,B2,B2,,,,,,2021-09-21T01:23:40.011,2021-09-21T01:25:36.011,303,247.0,67,49.0,83,61.0,863,799.0,495,431.0
2109202359,140,False,2021-09-20T23:59:36.102,227.2666666666667,3230,B1.3,1.3400305931554612e-07,B2,B2,B2,,,,,,2021-09-20T23:57:52.102,2021-09-21T00:00:12.103,303,247.0,61,49.0,83,61.0,863,799.0,463,431.0
2109202307,616,False,2021-09-20T23:07:00.098,227.2666666666667,3229,B2.8,2.8118745376559673e-07,B4,B7,B5,,,,,,2021-09-20T23:05:36.098,2021-09-20T23:15:52.099,991,247.0,135,49.0,83,61.0,927,799.0,543,431.0
2109202248,176,False,2021-09-20T22:48:04.096,227.2666666666667,3228,B1.4,1.358859123001821e-07,B2,B4,B3,,,,,,2021-09-20T22:47:04.096,2021-09-20T22:50:00.096,431,247.0,91,49.0,83,61.0,863,799.0,495,431.0
2109202227,252,False,2021-09-20T22:27:44.094,227.2666666666667,3227,B1.9,1.912645899437848e-07,B4,B8,B6,,,,,,2021-09-20T22:26:20.094,2021-09-20T22:30:32.094,1215,247.0,303,49.0,167,61.0,863,799.0,495,431.0
2109202210,112,False,2021-09-20T22:10:16.092,227.2666666666667,3226,B1.2,1.1589068549255899e-07,B2,B3,B2,,,,,,2021-09-20T22:09:24.092,2021-09-20T22:11:16.092,335,247.0,75,49.0,83,61.0,863,799.0,495,431.0
2109202138,1456,False,2021-09-20T21:38:44.089,227.2666666666667,3225,B3.3,3.334563700718718e-07,B6,C1,B8,,,,,,2021-09-20T21:34:52.089,2021-09-20T21:59:08.091,2175,247.0,367,49.0,151,61.0,927,799.0,495,431.0
2109202126,136,False,2021-09-20T21:26:16.088,227.2666666666667,3224,B1.5,1.5044196288727107e-07,B2,B3,B2,,,,,,2021-09-20T21:24:56.088,2021-09-20T21:27:12.088,335,247.0,57,49.0,75,61.0,863,799.0,495,431.0
2109202118,88,False,2021-09-20T21:18:04.087,227.2666666666667,3223,B1.2,1.2420534289958596e-07,B3,B4,B3,,,,,,2021-09-20T21:17:16.087,2021-09-20T21:18:44.087,495,247.0,107,49.0,83,61.0,863,799.0,463,431.0
2109202109,148,False,2021-09-20T21:09:48.086,227.2666666666667,3222,B1.6,1.6365966359899176e-07,B3,B4,B3,,,,,,2021-09-20T21:08:36.086,2021-09-20T21:11:04.086,495,247.0,75,49.0,91,61.0,927,799.0,495,431.0
2109202104,108,False,2021-09-20T21:04:36.085,227.2666666666667,3221,B1.4,1.38168502417102e-07,B2,B3,B3,,,,,,2021-09-20T21:03:48.085,2021-09-20T21:05:36.085,367,247.0,67,49.0,83,61.0,863,799.0,463,431.0
2109202056,288,False,2021-09-20T20:56:40.084,227.2666666666667,3220,B2.6,2.5999489139394427e-07,B5,B9,B7,,,,,,2021-09-20T20:53:36.084,2021-09-20T20:58:24.085,1727,247.0,199,49.0,91,61.0,863,799.0,495,431.0
2109202047,256,False,2021-09-20T20:47:24.084,227.2666666666667,3219,B1.3,1.3108311236464942e-07,B2,B3,B2,,,,,,2021-09-20T20:45:20.083,2021-09-20T20:49:36.084,335,247.0,75,49.0,83,61.0,863,799.0,495,431.0
2109202040,228,False,2021-09-20T20:40:52.083,227.2666666666667,3218,B1.6,1.6338350405931124e-07,B4,B6,B5,,,,,,2021-09-20T20:39:00.083,2021-09-20T20:42:48.083,863,247.0,151,49.0,99,61.0,863,799.0,495,431.0
2109202035,48,False,2021-09-20T20:35:08.082,227.2666666666667,3217,NA,0.0,B2,B2,B2,,,,,,2021-09-20T20:34:44.082,2021-09-20T20:35:32.082,303,247.0,67,49.0,75,61.0,863,799.0,495,431.0
2109202016,152,False,2021-09-20T20:16:40.081,227.2666666666667,3216,B1.4,1.41277297416309e-07,B3,B4,B4,,,,,,2021-09-20T20:15:36.080,2021-09-20T20:18:08.081,543,247.0,115,49.0,83,61.0,863,799.0,495,431.0
2109201957,132,False,2021-09-20T19:57:36.079,227.2666666666667,3215,B1.4,1.4265120285017474e-07,B3,B5,B4,,,,,,2021-09-20T19:56:40.079,2021-09-20T19:58:52.079,607,247.0,115,49.0,99,61.0,927,799.0,543,431.0
2109201937,268,False,2021-09-20T19:37:04.098,227.2666666666667,3214,B2.1,2.1347412371142127e-07,B3,B6,B4,,,,,,2021-09-20T19:36:00.098,2021-09-20T19:40:28.080,735,247.0,231,49.0,215,61.0,927,799.0,495,431.0
2109201930,80,False,2021-09-20T19:30:00.098,227.2666666666667,3213,B1.2,1.233824775681569e-07,B2,B3,B2,,,,,,2021-09-20T19:29:24.098,2021-09-20T19:30:44.098,335,247.0,67,49.0,75,61.0,863,799.0,463,431.0
2109201921,596,False,2021-09-20T19:21:40.097,227.2666666666667,3212,B4.1,4.0678432355889527e-07,B4,B8,B6,,,,,,2021-09-20T19:16:04.096,2021-09-20T19:26:00.097,1343,247.0,167,49.0,99,61.0,927,799.0,495,431.0
2109201904,504,False,2021-09-20T19:04:04.095,227.2666666666667,3211,B2.5,2.468895843321661e-07,B3,B5,B4,,,,,,2021-09-20T19:01:16.095,2021-09-20T19:09:40.095,671,247.0,83,49.0,83,61.0,863,799.0,495,431.0
2109201855,168,False,2021-09-20T18:55:24.094,227.2666666666667,3210,B1.2,1.2360509060727054e-07,B2,B3,B2,,,,,,2021-09-20T18:53:48.094,2021-09-20T18:56:36.094,335,247.0,67,49.0,75,61.0,863,799.0,495,431.0
